code,ko_name,en_name,description,page
TTP3813,과학교재연구및지도법,,"과학교육 연구에서 학습자 중심의 측면을 강조한 강의로 과학교육에 관련된 이론 학습자료 프로그램에 대한 강의 학습자료를 과학교육 수업에 적용할 수 있는 지도 방법. , , , 【화학과】 연혁□ 연세대학교 화학과의 뿌리는 년 제중원이 설립되면서 의학교육의 기초과목인 화학을 가르친 때부터라고 할 수 있다 . 년 연희전문학교가 년 응용화학과가 생기면서 본 궤도에 진입되었다 당시는 일본강점기로 년에 연희전문학교는 연희대학교로 승격되어 이학원 년 13 여 명의 석ㆍ박사과정 학생이 재학 중이고 최근 대학교육 협의회 및 기타 언론기관의 화학과 평 사업단으로 선정된 바 있으며 과학기 생활성분자 하이브리드 우수연구센터 사업 등 다양한 국가 연구 및 교육 사업에 선정된 바 있다 현 . 지속가능 과 교육부가 주관하는 단계 1885 그 후 제중원은 의료선교에 알맞은 기관인 세브란스의학교로 바뀌면서 화학교육은 더욱 충실해졌으며 , 1917 설립되어 수물과에서 화학교육은 본격화되었고 인하여 응용화학과가 폐과되기도 하는 수난을 겪기도 하였다 그 후 1977 화학과가 되었으며 이과대학 화학과에 이르기까지 여러 차례의 변화를 거처 오늘에 이르렀다 현재 화학과에는 명의 교수가 재직하고 있고 명의 명예교수가 있으며 가에서 본 학과는 항상 최우수학과로 평가받은 바 있다 화학과는 교내 , 술부가 지원하는 창의적 연구사업단 세계 수준의 연구중심대학 육성사업 국가지정연구실 (CBMH), 재 과학기술부가 지원하는 화학 교육 연구단 등 대형 국가 연구 및 교육 사업을 수행 중이다. , 1915 . . 1946 년에 연희대학교와 세브란스 의과대학이 합병하여 연세대학교가 된 후 이공대학 화학과에서 , 1957 22 . 130 . Global 5-5-10 (WCU), 과 교육부가 주관하는 나노의학 연구단 (NRL) IBS BK21 (Institute for Basic Science) 4 BK21 , □ 특성과 비전 연세대학교 화학과는 창의적이며 우수한 인재 양성을 세계적 수준의 교수진을 통하여 이룩하고자 하며 궁극적으로 세기 를 양성하고자 한다 연 , . 에 연세인에 의한 노벨상의 실현을 추구하고 있다 또한 차세대 첨단산업을 선도하는 Global Leader 21 . 이과대학 ■ 145",146
CHE2103,유기화학,"1(Organic Chemistry1) ,","유기화합물의 성질 구조 합성 및 반응메카니즘 지방족 탄화수소 할로겐화 알킬화합물 알코올 알켄 알킨 , : , , , ,",149
CHE2105,1(Physical Chemistry1) 물질의 미시적 세계의 구조와 성질 통계열역학,,"물리화학 ,",149
CHE2107,무기화학,1(Inorganic Chemistry1),"원자구조 및 분자궤도함수 이론을 중심으로 한 결합이론 산과 염기 화합물의 대칭성 주기율 원소 및 무기화합물들의 특성과 반응성에 대한 체계적인 고찰 , , , ,",149
CHE2109,분석화학,"1(Analytical Chemistry1) ,","정량분석법의 기초이론 용액화학 화학평형 산 염기 및 산화환원 반응 착이온 형성반응 부피분석 무게분석 분리분석 및 기기분석 입문 , , , , , ,",149
CHE3110,유기화학,"2(Organic Chemistry2) ,","유기화학물의 성질 구조 합성 및 반응메카니즘 알데히드 케톤 카르복실산과 유도체 방향족 화합물 , : , , , , NMR, IR, UV 의 148 ■ 2025 연세대학교 대학요람",149
CHE3112,물리화학,"2(Physical Chemistry2) ,","화학열역학 화학평형 상변화 운반현상이론 화학반응의 반응속도론 및 동력학 통계열학 분자구조론과 분자동력학의 기초이론 , , , , ,",150
CHE3114,"분석화학실험 ,",(Analytical Chemistry Experiment),"습식 정량분석 전기화학 분광학 분리법에 대한 분석실험 , ,",150
CHE3115,유기화학실험,(Organic Chemistry Experiment),유기화합물의 합성과 실험기술 습득,150
CHE3116,무기화학실험,(Inorganic Chemistry Experiment),무기화합물의 합성과 실험기술 습득,150
CHE3117,물리화학실험,(Physical Chemistry Experiment),", 현대 실험장치들을 이용한 열역학 화학평형 분자구조 화학반응속도 전기화학 분자동력학 등의 물리화학실험 , , , .",150
CHE4107,고등화학전공실험 배정된 교수연구실에서 연구 수행,(Advanced Chemistry Major Experiment),2. 전공선택,150
SCI2001,전자계산,(1) Computer (1) .,"과학기술용 컴퓨터 프로그래밍 입문 하드웨어와 소프트웨어의 기본 개념을 전달하며 컴퓨터 언어 문법을 학습하고 이를 바탕으로 프로그래밍을 실습함으로써 실제 과학기술 문제를 컴퓨터로 해결하는 방법을 배운다 . (C/C++, PYTHON , , 전자계산 (2) Computer (2) .",150
SCI2002,",",,"과학기술용 컴퓨터 프로그래밍 입문 하드웨어와 소프트웨어의 기본 개념을 전달하며 컴퓨터 언어 ) 언어 문법을 학습하고 이를 바탕으로 구조화 프로그래밍을 실습함으로써 실제 과학기술 문제를 컴퓨터로 해결하는 방법을 배운다. (FORTRAN, PYTHON , 등 ) 등",150
CHE3103,무기화학,"2(Inorganic Chemistry2) ,","주족원소를 중심으로 한 무기화합물의 전자구조 화학결합 및 기초 배위화학 주족원소 화합물의 반응성 생무기 화학 , ,",150
CHE3104,"생물유기화학 ,",(Bioorganic Chemistry),"생체분자인 탄수화물 아미노산 페바이드 핵산의 반응 및 이들에 대한 기초적인 생물학적 의미 고찰 / ,",150
CHE3106,유기신소재화학,"(Organic Advanced Materials Chemistry) ,","소재분야에서 응용되는 유기화합물의 기초화학 유기반도체 디스플레이 신재생에너지소재 의료용소재 , , ,",150
CHE3108,"기기분석 ,","(Instrumental Analysis) , ,","분광분석 질량분석 전기분석 열분석 방사화학분석 분리분석 등 기기분석의 이론과 방법 , ,",150
CHE3118,진로개발세미나 화학과,,"( )(Sophomore and Junior Career Seminar) 화학과 전공 학년 학생들의 진로에 대한 구체적 이해 증진 2,3",150
CHE4101,유기합성,(Organic Synthesis),"중요한 지방족 및 방향족 화합물의 합성법 탄소고리연결반응 작용기 상호변화 붕소 인 황의 유기화합물 합성법 유기합성의 새로운 방향과 개념 , , , , , ,",150
CHE4102,분자분광학 및 동역학,(Molecular Spectroscopy and Dynamics),"전자기파와 물질간의 상호작용에 관한 이해 및 실험적 분광학 방법 그리고 기체상의 분자의 운동에 대한 이해와 분자 반응 동역학에 대한 기본이론 및 실험과정에 대한 총괄적인 고찰 ,",150
CHE4103,(Physical Organic Chemistry) 유기반응에서의 구조 입체장애 및 입체 전자효과와 유기 반응메카니즘의 고찰,,"물리유기화학 ,",150
CHE4105,유기금속화학,(Organometallic Chemistry),"촉매화학을 이해하기 위한 유기금속화합물의 결합특성 및 반응성 뭉치화합물 균일촉매 반응 생유기금속화학 , , ,",150
CHE4109,무기신소재화학,(Inorganic Materials Chemistry),"첨단 무기소재 물질의 이론 합성 분석 및 응용을 다루며 무기결정구조 합성 결합 표면 벌크 원자단위 분석 광학 자성 전기적 특성 및 응용 나노과학 등의 고찰 , , , , , , / / / / ,",150
CHE4110,양자화학,(Quantum Chemistry),이과대학 ■ 149,150
CHE4112,화학인공지능기초,(Basic AI for Chemistry),"화학과 인공지능 원리 학습에 필요한 수학 및 인공지능의 기본 원리 화학 및 화학 관련 활용 사례 , 】 지구시스템과학과 【 지구시스템과학이란 지구의 구성물질과 분포상태 지구의 구조 지각에 작용하는 여러 가지 힘의 메커니즘과 이들에 의해 , 일어나는 다양한 변화들을 연구함으로써 지구의 역사와 진화를 밝히고 지구환경의 보전과 이용 에너지자원 및 광물자원의 개발과 보존에 대해 연구하는 학문이다 따라서 지구시스템과학은 지구의 생성과 진화에 대한 궁금증을 풀어주는 학문적 탐구와 함께 환경보존 자원개발 및 지구정보체계 구축에 대한 전 세계적인 관심의 증가로 세기를 주도하는 종합적인 , 학문으로 발전하고 있으며 이에 발맞추어 국내외에서 이 분야에 대한 투자와 연구가 활발히 이루어지고 있다 현재는 광물 , 암석 퇴적 지구물리 수리지질 원격탐사 등에 대한 활발한 교육과 연구로 지구시스템과학 분야의 선도적인 역할을 담당하고 . 있다 각 실험실의 연구 분야는 다음과 같다 , , , . 21 , , . , , , . ① ② ③ ④ 암석학 및 지구화학 연구실 암석의 화학성분과 방사성 동위원소 연구를 통한 지구의 진화과정 연구 원격탐사 연구실 인공위성을 이용하여 지구표면의 탐사와 기술 개발 및 활용연구 지하수환경 연구실 지하수자원의 지속가능성 평가 모니터링 수질 오염 예방 정화 관리 기술에 관한 기반 연구 점토 나노· 지질학적 현상과 지구조적 진화 규명 산업적 응용성 등 연구 – / / , , , 광물 연구실 지구시스템 내 점토 나노광물의 광물학적 특성 생성환경 생성시기 규명 등을 통해 , , ⑤ 환경지구화학 연구실 지표 및 하부 지하환경에서 일어나는 물ㆍ암석 반응메커니즘 연구 ⑥ 구조지질 연구실 판의 상호작용의 결과로 형성된 조산대에서 다양한 규모로 관찰되는 지각 변형 구조의 기하학적 형태, 키네마틱스 및 미케닉스를 연구 – ⑦ 결정구조 연구실 지구 내부 환경에서의 결정구조 변화와 고체물질의 새로운 물성 발견 및 응용에 관한 연구 ⑧ 지진 및 지구물리학 연구실 지구 내부의 물리적 특성 및 내부구조를 지진파 및 물리학적 방법을 이용한 규명 및 – ⑨ ⑩ 새로운 지구물리학적 탐사기법 개발에 관한 연구 생지구화학 연구실 극한환경에서의 광물 미생물 간의 반응 메커니즘 및 광물구조 분석을 통한 바이오 마커 지질유체 연구실 지각 내 유체의 물리적 화학적 유동현상과 지하 에너지자원 개발과 연관된 지질유체의 역할에 대한 연구 – 연구 (Biomarker) – ・ □ 교육 목표 우리 학과는 창의적 사고력 함양을 통해 순수기초과학 연구영역과 응용과학 연구영역에서 지구시스템과학 분야의 새로운 변화를 선도하고 미래의 수요에 부응하는 전문인력양성을 교육목적으로 한다 특히 학부 교육과정에서는 지구시스템과학의 순수기초과목의 집중을 통해 향후 기초연구 및 응용연구분야에서 주도적 역할을 할 수 있는 전문가 육성의 기초를 마련하고자 한다. , . □ 교육과정의 편성 지구시스템의 최근변화와 그리고 순수학문분야의 다양한 응용분야를 지질매체 오염물질 반응 및 물질 거동을 연구하는 다루는 등 개의 연구영역으로 구분할 수 있다 전공필수과목은 개 연구영역을 하기 위해 필수적으로 요구되는 과목과 졸업논문으로 구성되어 있으며 전공선택과목은 위의 개 영역별로 제시되어 있어 이들 중 원하는 영역을 집중적으로 수강할 수 있도록 구성되어 있다 특히 전공선택과목 중에는 개의 과목을 정하여 특정 연구영역을 할 경우 가급적 선택하여 수강하도록 권장하고 있다 개 영역별 세부학문영역을 다음에 제시하였다 . 지구시스템과학의 학부교육과정은 크게 순수학문영역인 ""Geological Science"", ”Applied Geoscience"" “Environmental Geoscience"", 3 3 . 3 14 , . . 3 Core 150 ■ 2025 연세대학교 대학요람",151
ESS1104,지구시스템과학개론 및 실습,(Introduction to Earth System Sciences),"지구시스템과학을 전공하기 위한 학생의 입문 과목으로 지구시스템과학의 기초에 해당하는 전통 지질학을 광범위하게 소개한다 지구의 구성 물질과 지구 내부와 외부의 형태를 알아보고 이들의 변화를 일으키는 자연과학적 현상을 그 규모에 따라서 분석하고 토의한다. , . ,",154
ESS1105,환경지구과학개론 및 실습,(Environmental Earth Science and Labs),"지구의 다양한 지표환경의 특성을 이러한 환경의 변화를 유도하는 주요 원인과 기작 및 결과라는 관점에서 개괄적으로 이해한다. 세부적으로 지구 환경의 시대적 변화를 지시하는 화석기록 이들 생물화석에 기인하는 화석연료와 광물자원 지표환경의 형태와 , 물질순환의 기반이 되는 물의 순환과 이로부터 기인하는 하천의 작용과 홍수 사태 . 사막 환경 극지와 빙하 환경과 현재 일어나고 있는 전 지구적 변화에 대해 기반지식을 습득한다 , , , , 지하수 해양과 연안 환경 (mass wasting), , 2. 전공필수",154
ESS4125,졸업논문연구,(1)(Senior Thesis(1)),"지구시스템과학 졸업예정 학생은 과의 교수진 중 한 명을 지도교수로 선정하고 지도교수의 지도하에 졸업논문을 작성하여야 한다 졸업논문의 주제 및 내용은 해당 지도교수와 직접 상의하여 결정하며 적절한 수준의 과학적 글쓰기가 바탕이 된 논문을 제출하여야 한다. , . ,",154
ESS4126,졸업논문연구,(2)(Senior Thesis(2)),"지구시스템과학 졸업예정 학생은 과의 교수진 중 한 명을 지도교수로 선정하고 지도교수의 지도하에 졸업논문을 작성하여야 한다 졸업논문의 주제 및 내용은 해당 지도교수와 직접 상의하여 결정하며 적절한 수준의 과학적 글쓰기가 바탕이 된 논문을 제출하여야 한다. , . , 3. 전공선택",154
ESS2003,진로개발세미나,(Seminar for development of a career path),이과대학 ■ 153,154
ESS2102,야외지질학 및 실습,(Field Geology and Laboratory),"지질조사에 필요한 제반원리와 방법을 강의하며 지질도 작성 방법 및 기존 지질도 해석 방법을 연습하고 지정된 지역에서 현지답사를 실시함으로써 지질조사에 대한 이론과 방법을 습득한다. ,",155
ESS2103,지구물질학 및 실험,(Earth Materials Science and Laboratory),"지구 구성물질의 산출상태 분류체계 화학조성과 결정구조와의 관계 및 물리ㆍ화학적 성질을 강의하고 실습한다 . , ,",155
ESS2108,환경지구과학,(Environmental Geology),"지구에서 발생하는 자연적 인위적 재해현상에 대하여 지구를 구성하고 있는 시스템간의 상호작용과 그로부터 파생되는 결과로 이해하여 재해의 원인과 과정을 강의한다 나아가 환경친화적인 재해 저감방안에 대하여 학생들의 주제발표와 토론을 , 실시한다. , . ,",155
ESS2110,화성암석학 및 실험,(Igneous Petrology and Laboratory),"다양한 화성암의 성인을 공부한다 주요내용으로 암석의 열역학 상평형 화학 및 동위원소성분 화성암과 지구조 환경과의 관계를 다루며 실험에서는 대표적인 화성암의 표품과 박편에 대한 암석기재 광물군과 조직 를 강의하고 실습한다 . . , , ( , )",155
